Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
AMD,AMD,Technology,Semiconductors,252.03,25160070.0,0.56,0.29,8.67,17.2,6.34,6.34,6.34
NG,NG,Basic Materials,Gold,11.74,8371377.0,1.67,12.56,12.99,18.11,0.1,0.1,0.1
LITE,LITE,Technology,Communication Equipment,370.66,3593174.0,0.86,11.49,3.88,-6.38,1.33,1.33,1.33
F,F,Consumer Cyclical,Auto Manufacturers,13.93,99858673.0,1.9,3.65,4.89,4.27,1.39,1.39,1.39
GOOG,Alphabet,Communication Services,Internet Content & Information,335.0,15659663.0,0.73,0.42,3.99,6.12,5.25,5.25,5.25
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,332.71,6965320.0,1.01,4.15,4.55,27.58,2.32,2.32,2.32
AMZN,Amazon,Consumer Cyclical,Internet Retail,244.68,37754354.0,0.98,2.63,5.92,5.29,9.24,9.24,9.24
AAL,AAL,Industrials,Airlines,13.55,100960759.0,2.39,-7.0,-8.38,-13.58,1.37,1.37,1.37
LUNR,LUNR,Industrials,Aerospace & Defense,20.29,7707089.0,0.7,10.15,-4.25,21.42,0.16,0.16,0.16
GLW,GLW,Technology,Electronic Components,109.74,24297768.0,5.06,15.58,18.55,22.4,2.67,2.67,2.67
QCOM,Qualcomm,Technology,Semiconductors,153.04,8035570.0,0.92,-0.96,-0.67,-12.43,1.23,1.23,1.23
NOK,NOK,Technology,Communication Equipment,6.94,43271972.0,1.34,0.43,8.27,5.31,0.3,0.3,0.3
PLTR,Palantir,Technology,Software - Infrastructure,165.7,25887180.0,0.78,-1.06,-1.68,-14.66,4.29,4.29,4.29
CDLR,CDLR,Industrials,Engineering & Construction,24.44,204186.0,1.76,9.01,14.42,26.96,0.0,0.0,0.0
MSTR,MicroStrategy,Technology,Software - Application,161.58,13678563.0,0.81,0.62,0.84,1.81,2.21,2.21,2.21
BTG,BTG,Basic Materials,Gold,5.53,41628856.0,0.73,3.56,12.63,16.91,0.23,0.23,0.23
CRWD,CrowdStrike,Technology,Software - Infrastructure,476.66,2825429.0,1.27,1.78,7.66,-0.09,1.35,1.35,1.35
WMT,Walmart,Consumer Defensive,Discount Stores,116.94,22942055.0,0.79,-0.6,-1.49,4.78,2.68,2.68,2.68
SI=F,Silver (白銀),Other,Other,112.53,217756.0,576.68,-2.22,19.45,58.42,0.02,0.02,0.02
SKM,SKM,Communication Services,Telecom Services,27.42,3737554.0,2.05,10.56,18.29,35.01,0.1,0.1,0.1
ORCL,Oracle,Technology,Software - Infrastructure,174.9,24671387.0,0.93,-4.13,-2.79,-11.44,4.32,4.32,4.32
COST,Costco,Consumer Defensive,Discount Stores,970.28,1737269.0,0.64,-0.76,0.62,11.29,1.69,1.69,1.69
MA,Mastercard,Financial Services,Credit Services,520.41,3071864.0,0.64,-1.32,-2.13,-10.19,1.6,1.6,1.6
NET,NET,Technology,Software - Infrastructure,205.95,11805679.0,2.41,8.77,16.08,1.62,2.43,2.43,2.43
HG=F,Copper (銅),Other,Other,5.94,72526.0,89.96,-0.77,2.86,7.99,0.0,0.0,0.0
^VIX,VIX,Index,Market Index,16.35,0.0,0.0,1.24,-18.62,21.38,0.0,0.0,0.0
MU,Micron,Technology,Semiconductors,410.24,34183483.0,0.81,5.44,12.39,43.1,14.02,14.02,14.02
PYPL,PayPal,Financial Services,Credit Services,55.51,13456857.0,0.99,-1.93,0.78,-7.54,0.75,0.75,0.75
HUT,HUT,Financial Services,Capital Markets,61.84,5683141.0,1.1,9.66,6.09,17.12,0.35,0.35,0.35
HRC=F,Steel (熱軋鋼),Other,Other,981.0,25.0,0.64,4.14,4.36,8.28,0.0,0.0,0.0
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,210.83,7379261.0,0.81,-1.24,-7.42,-12.06,1.56,1.56,1.56
^SOX,PHLX Semi,Index,Market Index,8117.18,0.0,0.0,2.4,4.14,12.67,0.0,0.0,0.0
^IXIC,Nasdaq,Index,Market Index,23817.1,7032455000.0,0.81,0.91,3.76,0.86,167492.67,167492.67,167492.67
NVDA,NVIDIA,Technology,Semiconductors,188.52,138307845.0,0.83,1.1,5.87,-0.05,26.07,26.07,26.07
USAR,USAR,Basic Materials,Other Industrial Metals & Mining,26.35,48491345.0,1.07,-1.38,37.24,81.35,1.28,1.28,1.28
^GSPC,S&P 500,Index,Market Index,6978.6,3223071000.0,0.6,0.41,2.67,0.67,22492.52,22492.52,22492.52
CL=F,Crude Oil (原油),Other,Other,62.46,327621.0,0.95,3.02,3.51,7.04,0.02,0.02,0.02
PFE,PFE,Healthcare,Drug Manufacturers - General,26.5,69696902.0,1.46,2.4,3.84,5.87,1.85,1.85,1.85
CRM,Salesforce,Technology,Software - Application,228.53,8324936.0,0.8,-0.38,3.84,-13.85,1.9,1.9,1.9
AAPL,Apple,Technology,Consumer Electronics,258.27,42113358.0,0.77,1.12,4.69,-5.68,10.88,10.88,10.88
BE,BE,Industrials,Electrical Equipment & Parts,152.31,12586788.0,1.15,9.09,0.37,65.77,1.92,1.92,1.92
UMC,UMC,Technology,Semiconductors,12.48,26874152.0,1.59,10.15,15.77,56.0,0.34,0.34,0.34
TLX,TLX,Healthcare,Biotechnology,8.36,222561.0,1.32,9.28,8.15,3.21,0.0,0.0,0.0
