Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
BBAI,BBAI,Technology,Information Technology Services,5.94,114503911.0,1.3,-2.94,-5.86,9.19,0.68,0.68,0.68
PYPL,PayPal,Financial Services,Credit Services,55.08,19590063.0,1.18,-3.18,-3.86,-8.47,1.08,1.08,1.08
BVN,BVN,Basic Materials,Other Precious Metals & Mining,37.59,2433398.0,2.08,8.39,9.24,33.72,0.09,0.09,0.09
VIA,VIA,Technology,Software - Application,24.74,640536.0,0.99,8.03,-1.94,-22.71,0.02,0.02,0.02
SKM,SKM,Communication Services,Telecom Services,23.18,1259639.0,1.69,10.43,14.02,17.07,0.03,0.03,0.03
ACHR,ACHR,Industrials,Aerospace & Defense,8.65,43292015.0,0.81,-2.37,-2.37,14.12,0.37,0.37,0.37
UMC,UMC,Technology,Semiconductors,10.78,24380559.0,2.44,15.91,21.81,34.75,0.26,0.26,0.26
ARMN,ARMN,Basic Materials,Gold,19.57,2475796.0,1.83,8.12,12.93,26.91,0.05,0.05,0.05
BMNR,BMNR,Financial Services,Capital Markets,28.24,49534409.0,1.05,-9.37,-9.28,-3.68,1.4,1.4,1.4
DNN,DNN,Energy,Uranium,3.69,66436064.0,1.21,0.0,9.17,48.79,0.25,0.25,0.25
MSFT,Microsoft,Technology,Software - Infrastructure,454.52,25927390.0,0.94,-1.16,-4.75,-4.54,11.78,11.78,11.78
IAG,IAG,Basic Materials,Gold,19.83,14813014.0,2.11,15.49,11.4,23.4,0.29,0.29,0.29
NU,NU,Financial Services,Banks - Regional,16.97,74092112.0,2.04,2.23,-0.41,7.0,1.26,1.26,1.26
AAPL,Apple,Technology,Consumer Electronics,246.7,77073685.0,1.59,-3.46,-5.21,-9.25,19.01,19.01,19.01
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,222.41,11390535.0,0.8,-0.25,0.91,43.51,2.53,2.53,2.53
IREN,IREN,Financial Services,Capital Markets,54.26,44359870.0,0.98,-6.16,7.81,60.63,2.41,2.41,2.41
^DJI,Dow Jones,Index,Market Index,48488.59,675162870.0,1.08,-1.76,-2.22,1.26,32737.7,32737.7,32737.7
QGEN,QGEN,Healthcare,Diagnostics & Research,55.45,15019882.0,9.22,16.57,17.35,22.65,0.83,0.83,0.83
SI=F,Silver (白銀),Other,Other,94.49,196207.0,398.63,7.26,11.68,42.65,0.02,0.02,0.02
WMT,Walmart,Consumer Defensive,Discount Stores,118.71,40107835.0,0.36,-0.83,0.63,2.64,4.76,4.76,4.76
SMCI,Super Micro,Technology,Computer Hardware,31.41,39443279.0,0.92,-3.77,4.28,5.26,1.24,1.24,1.24
MSTR,MicroStrategy,Technology,Software - Application,160.23,25302523.0,1.01,-7.76,-1.23,-0.09,4.05,4.05,4.05
NIO,NIO,Consumer Cyclical,Auto Manufacturers,4.56,45661249.0,1.23,-3.18,-5.98,-6.17,0.21,0.21,0.21
RGTI,RGTI,Technology,Computer Hardware,24.99,45187232.0,1.51,-2.46,-2.12,11.21,1.13,1.13,1.13
COST,Costco,Consumer Defensive,Discount Stores,964.26,2756454.0,0.96,0.07,2.25,11.78,2.66,2.66,2.66
BRBR,BRBR,Consumer Defensive,Packaged Foods,26.78,4533850.0,1.09,12.0,15.93,-10.61,0.12,0.12,0.12
GOOG,Alphabet,Communication Services,Internet Content & Information,322.16,26778653.0,1.28,-2.48,-3.18,8.09,8.63,8.63,8.63
ADBE,Adobe,Technology,Software - Application,290.37,6299825.0,1.06,-1.94,-11.38,-18.13,1.83,1.83,1.83
SNDK,SNDK,Technology,Computer Hardware,453.12,17547148.0,1.33,9.55,16.4,119.08,7.95,7.95,7.95
HRC=F,Steel (熱軋鋼),Other,Other,963.0,175.0,10.8,2.56,2.12,6.17,0.0,0.0,0.0
QCOM,Qualcomm,Technology,Semiconductors,154.07,11735756.0,1.11,-3.36,-8.98,-10.6,1.81,1.81,1.81
USAR,USAR,Basic Materials,Other Industrial Metals & Mining,19.2,22618270.0,1.78,8.54,8.23,41.59,0.43,0.43,0.43
META,Meta,Communication Services,Internet Content & Information,604.12,14984947.0,0.96,-2.6,-5.9,-6.99,9.05,9.05,9.05
ALMS,ALMS,Healthcare,Biotechnology,26.06,2793039.0,0.82,9.22,23.57,146.31,0.07,0.07,0.07
AMD,AMD,Technology,Semiconductors,231.92,43068707.0,0.97,0.04,11.67,17.07,9.99,9.99,9.99
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,130.46,16173207.0,0.82,0.44,5.18,11.11,2.11,2.11,2.11
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.31,110350532.0,1.22,-2.12,1.32,6.94,0.25,0.25,0.25
MARA,MARA,Financial Services,Capital Markets,10.37,44740569.0,0.94,-8.71,-2.63,4.43,0.46,0.46,0.46
QBTS,QBTS,Technology,Computer Hardware,27.04,50648648.0,1.34,-6.21,-6.11,13.61,1.37,1.37,1.37
KVUE,KVUE,Consumer Defensive,Household & Personal Products,17.59,65359826.0,1.38,2.27,3.47,1.79,1.15,1.15,1.15
F,F,Consumer Cyclical,Auto Manufacturers,13.28,52638233.0,0.93,-2.35,-5.35,-0.23,0.7,0.7,0.7
JNJ,J&J,Healthcare,Drug Manufacturers - General,218.21,10235488.0,0.96,-0.21,4.05,3.75,2.23,2.23,2.23
PKX,PKX,Basic Materials,Steel,60.07,252087.0,0.61,8.8,11.65,13.6,0.02,0.02,0.02
BTG,BTG,Basic Materials,Gold,4.91,58041537.0,1.53,7.21,4.91,7.44,0.28,0.28,0.28
PFE,PFE,Healthcare,Drug Manufacturers - General,25.52,42718129.0,0.8,-0.51,0.99,1.92,1.09,1.09,1.09
AMZN,Amazon,Consumer Cyclical,Internet Retail,231.0,44670417.0,1.09,-3.4,-6.28,4.4,10.32,10.32,10.32
NFLX,Netflix,Communication Services,Entertainment,87.26,97340491.0,2.26,-0.84,-2.4,-7.94,8.49,8.49,8.49
^GSPC,S&P 500,Index,Market Index,6796.86,3884189000.0,0.74,-2.06,-2.59,1.12,26400.29,26400.29,26400.29
IBRX,IBRX,Healthcare,Biotechnology,6.48,209341130.0,3.0,17.39,150.19,207.11,1.36,1.36,1.36
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,227.73,9510561.0,1.05,-5.57,-6.28,-6.74,2.17,2.17,2.17
CL=F,Crude Oil (原油),Other,Other,59.45,462567.0,1.7,0.02,-0.08,6.27,0.03,0.03,0.03
AVGO,Broadcom,Technology,Semiconductors,332.6,31040357.0,1.26,-5.43,-5.57,2.02,10.32,10.32,10.32
^VIX,VIX,Index,Market Index,20.09,0.0,0.0,26.67,32.87,14.02,0.0,0.0,0.0
GC=F,Gold (黃金),Other,Other,4764.8,405402.0,315.83,3.84,3.49,9.6,1.93,1.93,1.93
EQX,EQX,Basic Materials,Gold,15.64,11716597.0,1.26,9.83,8.31,12.6,0.18,0.18,0.18
PLTR,Palantir,Technology,Software - Infrastructure,168.53,36170123.0,0.97,-1.42,-6.06,-4.94,6.1,6.1,6.1
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,419.25,60856884.0,1.08,-4.17,-6.62,-10.27,25.51,25.51,25.51
CRWD,CrowdStrike,Technology,Software - Infrastructure,442.73,2805511.0,0.96,-2.46,-5.19,-5.81,1.24,1.24,1.24
BTC-USD,Bitcoin,Crypto,Cryptocurrency,89420.46,50784460800.0,1.56,-3.39,-6.42,1.12,4541169.89,4541169.89,4541169.89
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,318.23,9226501.0,1.07,-2.68,3.58,28.18,2.94,2.94,2.94
CGAU,CGAU,Basic Materials,Gold,18.1,4590839.0,3.35,12.21,13.84,31.06,0.08,0.08,0.08
MAZE,MAZE,Healthcare,Biotechnology,44.34,515075.0,1.47,8.76,10.33,15.47,0.02,0.02,0.02
TXN,Texas Inst,Technology,Semiconductors,189.59,6297609.0,0.97,-1.04,0.28,8.65,1.19,1.19,1.19
MU,Micron,Technology,Semiconductors,365.0,48608413.0,1.73,0.62,5.53,61.85,17.74,17.74,17.74
DIS,Disney,Communication Services,Entertainment,110.34,9751774.0,1.0,-0.77,-2.2,-0.26,1.08,1.08,1.08
CRM,Salesforce,Technology,Software - Application,220.07,12970854.0,1.2,-3.1,-15.16,-14.75,2.85,2.85,2.85
HYMC,HYMC,Basic Materials,Gold,42.77,6981591.0,1.52,23.51,29.61,205.5,0.3,0.3,0.3
NVDA,NVIDIA,Technology,Semiconductors,178.07,217924041.0,1.28,-4.38,-3.71,4.17,38.81,38.81,38.81
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,1041.29,1836768.0,0.63,0.28,-3.67,-0.05,1.91,1.91,1.91
INTC,Intel,Technology,Semiconductors,48.56,148385716.0,1.09,3.41,10.21,34.7,7.21,7.21,7.21
HG=F,Copper (銅),Other,Other,5.83,94453.0,90.2,0.72,-2.59,8.7,0.0,0.0,0.0
KGC,KGC,Basic Materials,Gold,36.56,14683024.0,1.65,8.62,10.99,30.85,0.54,0.54,0.54
JPM,JPMorgan,Financial Services,Banks - Diversified,302.74,10599210.0,0.61,-3.11,-6.7,-3.89,3.21,3.21,3.21
ONDS,ONDS,Technology,Communication Equipment,13.13,148910127.0,1.24,7.98,-0.45,78.15,1.96,1.96,1.96
