Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
SNDK,SNDK,Technology,Computer Hardware,599.34,20127188.0,0.92,10.65,2.53,53.97,12.06,12.06,12.06
VRT,VRT,Industrials,Electrical Equipment & Parts,248.51,19081293.0,2.65,24.49,36.13,46.16,4.74,4.74,4.74
GNRC,GNRC,Industrials,Specialty Industrial Machinery,214.99,4278040.0,3.88,17.93,21.34,37.29,0.92,0.92,0.92
JPM,JPMorgan,Financial Services,Banks - Diversified,310.82,6630923.0,0.57,-2.34,-2.03,-4.21,2.06,2.06,2.06
^DJI,Dow Jones,Index,Market Index,50121.4,569386734.0,0.84,-0.13,1.25,1.07,28538.46,28538.46,28538.46
ADBE,Adobe,Technology,Software - Application,257.16,7574103.0,1.16,-2.84,-8.06,-21.51,1.95,1.95,1.95
BETA,BETA,Industrials,Aerospace & Defense,19.39,4310893.0,2.76,15.62,7.6,-30.7,0.08,0.08,0.08
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,235.12,9226318.0,0.74,3.76,12.08,6.68,2.17,2.17,2.17
VAL,VAL,Energy,Oil & Gas Equipment & Services,88.42,4087802.0,0.83,10.79,42.36,67.72,0.36,0.36,0.36
MARA,MARA,Financial Services,Capital Markets,7.56,48831270.0,0.74,-1.31,-8.7,-29.01,0.37,0.37,0.37
DIOD,DIOD,Technology,Semiconductors,78.0,1846575.0,6.48,26.42,31.58,43.67,0.14,0.14,0.14
ORCL,Oracle,Technology,Software - Infrastructure,157.16,22857989.0,0.56,-1.71,7.15,-23.22,3.59,3.59,3.59
SMCI,Super Micro,Technology,Computer Hardware,32.04,24425173.0,0.43,-3.87,-5.09,6.37,0.78,0.78,0.78
AGX,AGX,Industrials,Engineering & Construction,422.5,762614.0,1.85,13.74,19.3,36.62,0.32,0.32,0.32
ACMR,ACMR,Technology,Semiconductor Equipment & Materials,70.68,2684187.0,1.72,12.33,25.08,32.46,0.19,0.19,0.19
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,1015.21,2577220.0,0.48,-0.96,-8.3,-6.09,2.62,2.62,2.62
TDC,TDC,Technology,Software - Infrastructure,37.88,11363211.0,5.33,29.59,39.57,19.34,0.43,0.43,0.43
SNAP,SNAP,Communication Services,Internet Content & Information,4.99,68475447.0,0.62,-4.59,-15.57,-39.07,0.34,0.34,0.34
NFLX,Netflix,Communication Services,Entertainment,79.62,40456936.0,0.86,-3.15,-0.67,-10.95,3.22,3.22,3.22
BBD,BBD,Financial Services,Banks - Regional,4.16,45060126.0,0.86,4.0,5.32,21.28,0.19,0.19,0.19
PANW,Palo Alto,Technology,Software - Infrastructure,165.3,42767605.0,2.54,-0.13,-0.85,-12.48,7.07,7.07,7.07
TSM,TSMC,Technology,Semiconductors,374.09,18571995.0,1.17,3.37,14.84,12.76,6.95,6.95,6.95
^VIX,VIX,Index,Market Index,17.65,0.0,0.0,-0.79,-5.31,16.73,0.0,0.0,0.0
TEX,TEX,Industrials,Farm & Heavy Construction Machinery,69.08,4804411.0,1.47,16.57,7.52,13.36,0.33,0.33,0.33
AAPL,Apple,Technology,Consumer Electronics,275.5,50426569.0,0.92,0.67,-0.36,5.86,13.89,13.89,13.89
JNJ,J&J,Healthcare,Drug Manufacturers - General,240.86,5124790.0,0.59,1.05,2.73,14.85,1.23,1.23,1.23
PLTR,Palantir,Technology,Software - Infrastructure,135.68,51042721.0,0.67,-2.75,-2.77,-24.37,6.93,6.93,6.93
THC,THC,Healthcare,Medical Care Facilities,226.35,3158135.0,2.62,17.26,18.72,13.4,0.71,0.71,0.71
CRWD,CrowdStrike,Technology,Software - Infrastructure,415.81,2418337.0,0.56,0.59,0.11,-10.96,1.01,1.01,1.01
NG,NG,Basic Materials,Gold,11.77,6437281.0,1.42,12.74,29.77,14.83,0.08,0.08,0.08
GC=F,Gold (黃金),Other,Other,5105.0,125064.0,97.63,2.02,3.75,10.87,0.64,0.64,0.64
BWA,BWA,Consumer Cyclical,Auto Parts,66.1,13990228.0,4.31,22.45,30.92,36.94,0.92,0.92,0.92
GFS,GFS,Technology,Semiconductors,48.74,7692411.0,1.8,16.32,18.59,22.19,0.37,0.37,0.37
VALE,VALE,Basic Materials,Other Industrial Metals & Mining,17.38,43615632.0,0.96,3.82,2.06,25.04,0.76,0.76,0.76
AMZN,Amazon,Consumer Cyclical,Internet Retail,204.08,64888394.0,0.66,-1.39,-12.41,-17.2,13.24,13.24,13.24
KC,KC,Technology,Software - Application,14.43,3592748.0,2.93,9.98,19.06,7.69,0.05,0.05,0.05
LYFT,LYFT,Technology,Software - Application,13.99,73125012.0,3.44,-16.97,-13.43,-28.95,1.02,1.02,1.02
AAL,AAL,Industrials,Airlines,14.35,43002144.0,0.96,-4.97,-0.55,-10.31,0.62,0.62,0.62
AEIS,AEIS,Industrials,Electrical Equipment & Parts,308.77,1398826.0,2.02,10.65,21.31,35.67,0.43,0.43,0.43
SHOP,SHOP,Technology,Software - Application,118.71,53117723.0,2.84,-6.7,4.11,-29.31,6.31,6.31,6.31
AVGO,Broadcom,Technology,Semiconductors,342.76,16890383.0,0.5,0.68,11.27,-2.68,5.79,5.79,5.79
T,T,Communication Services,Telecom Services,28.47,52006109.0,1.28,3.87,4.59,19.92,1.48,1.48,1.48
CRM,Salesforce,Technology,Software - Application,185.0,16229118.0,0.96,-4.37,-7.24,-28.68,3.0,3.0,3.0
BBAI,BBAI,Technology,Information Technology Services,4.43,51700557.0,0.8,-2.85,-1.56,-29.79,0.23,0.23,0.23
ONDS,ONDS,Technology,Communication Equipment,9.23,66347083.0,0.72,-4.65,-4.65,-30.02,0.61,0.61,0.61
AMD,AMD,Technology,Semiconductors,213.58,32731952.0,0.57,0.0,6.69,2.84,6.99,6.99,6.99
VNET,VNET,Technology,Information Technology Services,13.54,11877603.0,2.05,12.18,31.84,18.98,0.16,0.16,0.16
INTC,Intel,Technology,Semiconductors,48.29,106588122.0,0.96,2.46,-0.64,9.6,5.15,5.15,5.15
